Wavenumbers [1/cm];Absorbance;
2074,000;0,04944623;
2072,000;0,04939771;
2070,000;0,04937971;
2068,000;0,04931116;
2066,000;0,0493865;
2064,000;0,04935312;
2062,000;0,04927862;
2060,000;0,04923296;
2058,000;0,04926264;
2056,000;0,04923213;
2054,000;0,04924893;
2052,000;0,04919934;
2050,000;0,04927254;
2048,000;0,04929483;
2046,000;0,04940701;
2044,000;0,04945588;
2042,000;0,04963768;
2040,000;0,04971576;
2038,000;0,04977214;
2036,000;0,04989231;
2034,000;0,05002046;
2032,000;0,05013382;
2030,000;0,05031931;
2028,000;0,05055249;
2026,000;0,05079699;
2024,000;0,05113053;
2022,000;0,05144906;
2020,000;0,05171978;
2018,000;0,05202842;
2016,000;0,05198038;
2014,000;0,05133879;
2012,000;0,05069613;
2010,000;0,05017197;
2008,000;0,04985273;
2006,000;0,04953825;
2004,000;0,04937673;
2002,000;0,04919195;
2000,000;0,04916775;
1998,000;0,04908371;
1996,000;0,04907823;
1994,000;0,04915309;
1992,000;0,04948771;
1990,000;0,04933786;
1988,000;0,04921234;
1986,000;0,04911196;
1984,000;0,0490551;
1982,000;0,04908144;
1980,000;0,04914248;
1978,000;0,04918933;
1976,000;0,04920053;
1974,000;0,04923832;
1972,000;0,04925835;
1970,000;0,04937088;
1968,000;0,04966378;
1966,000;0,04974174;
1964,000;0,04957438;
1962,000;0,04960942;
1960,000;0,04962707;
1958,000;0,04969645;
1956,000;0,04967725;
1954,000;0,0497061;
1952,000;0,04962468;
1950,000;0,04963982;
1948,000;0,04962409;
1946,000;0,04974699;
1944,000;0,04998147;
1942,000;0,0503813;
1940,000;0,04987741;
1938,000;0,0496459;
1936,000;0,04960167;
1934,000;0,04962683;
1932,000;0,04960704;
1930,000;0,04955316;
1928,000;0,04951131;
1926,000;0,04952943;
1924,000;0,04987359;
1922,000;0,0500015;
1920,000;0,04981267;
1918,000;0,0501852;
1916,000;0,04988432;
1914,000;0,04947782;
1912,000;0,04951417;
1910,000;0,04975796;
1908,000;0,04974878;
1906,000;0,04955125;
1904,000;0,04953432;
1902,000;0,04953969;
1900,000;0,0496254;
1898,000;0,0496093;
1896,000;0,0497694;
1894,000;0,04961598;
1892,000;0,04922819;
1890,000;0,0493089;
1888,000;0,0488112;
1886,000;0,04803228;
1884,000;0,04775727;
1882,000;0,0474025;
1880,000;0,04721224;
1878,000;0,04695499;
1876,000;0,04676497;
1874,000;0,04656792;
1872,000;0,04652297;
1870,000;0,04720116;
1868,000;0,04748738;
1866,000;0,04654396;
1864,000;0,04577816;
1862,000;0,04550791;
1860,000;0,0453217;
1858,000;0,04509866;
1856,000;0,04477298;
1854,000;0,04463875;
1852,000;0,04435742;
1850,000;0,04436278;
1848,000;0,04441285;
1846,000;0,04475176;
1844,000;0,04537439;
1842,000;0,04424977;
1840,000;0,04334939;
1838,000;0,04328907;
1836,000;0,04303432;
1834,000;0,04280806;
1832,000;0,04286385;
1830,000;0,04374361;
1828,000;0,04310942;
1826,000;0,04299688;
1824,000;0,04298449;
1822,000;0,04215479;
1820,000;0,04191065;
1818,000;0,04185224;
1816,000;0,04157686;
1814,000;0,04117548;
1812,000;0,04135692;
1810,000;0,04125452;
1808,000;0,0407511;
1806,000;0,04028428;
1804,000;0,04023409;
1802,000;0,04071724;
1800,000;0,04069078;
1798,000;0,04001856;
1796,000;0,03971088;
1794,000;0,04000306;
1792,000;0,04093528;
1790,000;0,03978229;
1788,000;0,03868997;
1786,000;0,03875959;
1784,000;0,03897929;
1782,000;0,03852165;
1780,000;0,03884792;
1778,000;0,03814268;
1776,000;0,03834093;
1774,000;0,03883398;
1772,000;0,03991222;
1770,000;0,03912854;
1768,000;0,0388447;
1766,000;0,03798938;
1764,000;0,03773594;
1762,000;0,03886092;
1760,000;0,03864062;
1758,000;0,03882313;
1756,000;0,039451;
1754,000;0,03936505;
1752,000;0,04111934;
1750,000;0,04308283;
1748,000;0,0437125;
1746,000;0,04403162;
1744,000;0,04533696;
1742,000;0,04644358;
1740,000;0,04803896;
1738,000;0,04821217;
1736,000;0,04720092;
1734,000;0,04888082;
1732,000;0,04635119;
1730,000;0,04486597;
1728,000;0,04349566;
1726,000;0,04263675;
1724,000;0,04261959;
1722,000;0,04263878;
1720,000;0,0430764;
1718,000;0,04564834;
1716,000;0,046229;
1714,000;0,04508209;
1712,000;0,04356921;
1710,000;0,04269695;
1708,000;0,04243469;
1706,000;0,04306614;
1704,000;0,04280508;
1702,000;0,0426687;
1700,000;0,04519951;
1698,000;0,04383314;
1696,000;0,04370522;
1694,000;0,04221666;
1692,000;0,04053187;
1690,000;0,04077744;
1688,000;0,04114974;
1686,000;0,04146159;
1684,000;0,04514456;
1682,000;0,04323614;
1680,000;0,04216981;
1678,000;0,04143417;
1676,000;0,04250908;
1674,000;0,0434041;
1672,000;0,04276395;
1670,000;0,04402518;
1668,000;0,0441227;
1666,000;0,04282808;
1664,000;0,04315364;
1662,000;0,04431534;
1660,000;0,04383457;
1658,000;0,04381657;
1656,000;0,04481423;
1654,000;0,04794252;
1652,000;0,04938984;
1650,000;0,04653752;
1648,000;0,04710889;
1646,000;0,04825604;
1644,000;0,04660523;
1642,000;0,04570258;
1640,000;0,04587197;
1638,000;0,0466249;
1636,000;0,04871976;
1634,000;0,04842126;
1632,000;0,04665375;
1630,000;0,04648161;
1628,000;0,04730308;
1626,000;0,04741335;
1624,000;0,0480063;
1622,000;0,04832518;
1620,000;0,04710174;
1618,000;0,04744172;
1616,000;0,04839301;
1614,000;0,04746473;
1612,000;0,0469557;
1610,000;0,04757977;
1608,000;0,0478574;
1606,000;0,0478065;
1604,000;0,04780459;
1602,000;0,04828572;
1600,000;0,0488534;
1598,000;0,04985428;
1596,000;0,05076528;
1594,000;0,05056179;
1592,000;0,04968035;
1590,000;0,04915524;
1588,000;0,04898977;
1586,000;0,04895842;
1584,000;0,04919553;
1582,000;0,04952192;
1580,000;0,04996622;
1578,000;0,05092955;
1576,000;0,05263591;
1574,000;0,05169046;
1572,000;0,0513618;
1570,000;0,05285835;
1568,000;0,05317724;
1566,000;0,05300844;
1564,000;0,05397999;
1562,000;0,05462217;
1560,000;0,05862951;
1558,000;0,05931473;
1556,000;0,05549693;
1554,000;0,05397403;
1552,000;0,05252612;
1550,000;0,05236077;
1548,000;0,05137324;
1546,000;0,05163789;
1544,000;0,0531739;
1542,000;0,05397809;
1540,000;0,05518055;
1538,000;0,05216932;
1536,000;0,04961753;
1534,000;0,0502485;
1532,000;0,04894257;
1530,000;0,04751253;
1528,000;0,04746735;
1526,000;0,04818237;
1524,000;0,0472331;
1522,000;0,04888976;
1520,000;0,04764092;
1518,000;0,04711771;
1516,000;0,04671204;
1514,000;0,04523671;
1512,000;0,04495955;
1510,000;0,04565966;
1508,000;0,0476867;
1506,000;0,04837096;
1504,000;0,04398;
1502,000;0,04307377;
1500,000;0,04330122;
1498,000;0,04433477;
1496,000;0,04424417;
1494,000;0,04315162;
1492,000;0,04366267;
1490,000;0,04577839;
1488,000;0,04574609;
1486,000;0,04491436;
1484,000;0,04539275;
1482,000;0,04727912;
1480,000;0,0524956;
1478,000;0,0618844;
1476,000;0,1044343;
1474,000;0,2144359;
1472,000;0,2475874;
1470,000;0,1670301;
1468,000;0,1505644;
1466,000;0,1602569;
1464,000;0,2441444;
1462,000;0,281893;
1460,000;0,1739419;
1458,000;0,1133727;
1456,000;0,0897423;
1454,000;0,07781279;
1452,000;0,06887197;
1450,000;0,06427634;
1448,000;0,06144893;
1446,000;0,05961418;
1444,000;0,05754733;
1442,000;0,05659068;
1440,000;0,05488324;
1438,000;0,05490863;
1436,000;0,05402613;
1434,000;0,05051434;
1432,000;0,04820526;
1430,000;0,04660809;
1428,000;0,04451799;
1426,000;0,04302931;
1424,000;0,04309583;
1422,000;0,04209757;
1420,000;0,04329288;
1418,000;0,04331911;
1416,000;0,04168618;
1414,000;0,04033864;
1412,000;0,04006159;
1410,000;0,03925455;
1408,000;0,03875613;
1406,000;0,03844714;
1404,000;0,03850019;
1402,000;0,0370996;
1400,000;0,03771758;
1398,000;0,03794372;
1396,000;0,03792262;
1394,000;0,03772235;
1392,000;0,036358;
1390,000;0,03601432;
1388,000;0,03706443;
1386,000;0,0372535;
1384,000;0,03683102;
1382,000;0,03770018;
1380,000;0,03934467;
1378,000;0,0405885;
1376,000;0,0409075;
1374,000;0,04122174;
1372,000;0,04072535;
1370,000;0,04097223;
1368,000;0,04132175;
1366,000;0,04056585;
1364,000;0,04016578;
1362,000;0,03987491;
1360,000;0,03821206;
1358,000;0,03742123;
1356,000;0,03718674;
1354,000;0,03738439;
1352,000;0,0370717;
1350,000;0,03698862;
1348,000;0,03642249;
1346,000;0,03596234;
1344,000;0,03543532;
1342,000;0,03525376;
1340,000;0,03559148;
1338,000;0,03529036;
1336,000;0,03418672;
1334,000;0,03364205;
1332,000;0,03347647;
1330,000;0,03362465;
1328,000;0,03375387;
1326,000;0,03391171;
1324,000;0,03415537;
1322,000;0,03449678;
1320,000;0,03518975;
1318,000;0,03578579;
1316,000;0,03611827;
1314,000;0,036538;
1312,000;0,03712273;
1310,000;0,03732193;
1308,000;0,03781939;
1306,000;0,03800499;
1304,000;0,03831768;
1302,000;0,03841722;
1300,000;0,03868282;
1298,000;0,03876758;
1296,000;0,03902304;
1294,000;0,03895521;
1292,000;0,03913927;
1290,000;0,03916264;
1288,000;0,03941393;
1286,000;0,03940582;
1284,000;0,03944719;
1282,000;0,03950679;
1280,000;0,03983867;
1278,000;0,04000378;
1276,000;0,04010987;
1274,000;0,04039109;
1272,000;0,04068673;
1270,000;0,04090369;
1268,000;0,0410924;
1266,000;0,04136813;
1264,000;0,04148662;
1262,000;0,04165435;
1260,000;0,04169607;
1258,000;0,0417031;
1256,000;0,04163897;
1254,000;0,04169416;
1252,000;0,04167795;
1250,000;0,04184902;
1248,000;0,04187226;
1246,000;0,04199469;
1244,000;0,04206431;
1242,000;0,04222143;
1240,000;0,04220438;
1238,000;0,04237425;
1236,000;0,0423851;
1234,000;0,04248106;
1232,000;0,04244697;
1230,000;0,04247463;
1228,000;0,04247904;
1226,000;0,04255521;
1224,000;0,04250515;
1222,000;0,04247713;
1220,000;0,04243422;
1218,000;0,04238999;
1216,000;0,04228079;
1214,000;0,04224801;
1212,000;0,04232335;
1210,000;0,04232228;
1208,000;0,04236686;
1206,000;0,04235792;
1204,000;0,04240537;
1202,000;0,04239106;
1200,000;0,04246747;
1198,000;0,04254067;
1196,000;0,0426681;
1194,000;0,04262722;
1192,000;0,04270768;
1190,000;0,04282248;
1188,000;0,04303026;
1186,000;0,0430783;
1184,000;0,0432415;
1182,000;0,04340219;
1180,000;0,04381061;
1178,000;0,04448497;
1176,000;0,04506302;
1174,000;0,04493475;
1172,000;0,04493439;
1170,000;0,04492927;
1168,000;0,04477394;
1166,000;0,04448271;
1164,000;0,04409051;
1162,000;0,04351687;
1160,000;0,04286611;
1158,000;0,04227436;
1156,000;0,04171014;
1154,000;0,04121852;
1152,000;0,04072976;
1150,000;0,04034436;
1148,000;0,03986168;
1146,000;0,03945351;
1144,000;0,03902388;
1142,000;0,03869951;
1140,000;0,03831017;
1138,000;0,038046;
1136,000;0,03784132;
1134,000;0,03773451;
1132,000;0,03760624;
1130,000;0,03759158;
1128,000;0,03740156;
1126,000;0,03726065;
1124,000;0,03712356;
1122,000;0,03705955;
1120,000;0,03691971;
1118,000;0,03679168;
1116,000;0,03672409;
1114,000;0,03663707;
1112,000;0,03646839;
1110,000;0,03620267;
1108,000;0,03585899;
1106,000;0,03536665;
1104,000;0,0347333;
1102,000;0,03411341;
1100,000;0,03361237;
1098,000;0,03316557;
1096,000;0,03272319;
1094,000;0,03220415;
1092,000;0,03179538;
1090,000;0,0313679;
1088,000;0,03099036;
1086,000;0,03065753;
1084,000;0,03042972;
1082,000;0,03013098;
1080,000;0,02990127;
1078,000;0,02962005;
1076,000;0,02932632;
1074,000;0,02893579;
1072,000;0,02860892;
1070,000;0,02814686;
1068,000;0,02785075;
1066,000;0,02756524;
1064,000;0,02733624;
1062,000;0,02710831;
1060,000;0,02683711;
1058,000;0,02653003;
1056,000;0,02626014;
1054,000;0,02612829;
1052,000;0,02636409;
1050,000;0,02631295;
1048,000;0,02572334;
1046,000;0,02535832;
1044,000;0,02517653;
1042,000;0,02506697;
1040,000;0,02492642;
1038,000;0,02489758;
1036,000;0,02469707;
1034,000;0,024701;
1032,000;0,02457082;
1030,000;0,02453959;
1028,000;0,02442324;
1026,000;0,02445304;
1024,000;0,02435994;
1022,000;0,02444017;
1020,000;0,02438235;
1018,000;0,02431846;
1016,000;0,02400517;
1014,000;0,02372062;
1012,000;0,02337706;
1010,000;0,02303457;
1008,000;0,02272058;
1006,000;0,02238977;
1004,000;0,02210581;
1002,000;0,02193165;
1000,000;0,0218147;
998,000;0,02174473;
996,000;0,02172875;
994,000;0,02171385;
992,000;0,0216738;
990,000;0,02160895;
988,000;0,02165413;
986,000;0,02160084;
984,000;0,02159667;
982,000;0,02163351;
980,000;0,02176738;
978,000;0,02188039;
976,000;0,02198493;
974,000;0,02205038;
972,000;0,02215648;
970,000;0,02222311;
968,000;0,02235389;
966,000;0,02244699;
964,000;0,02263165;
962,000;0,02276611;
960,000;0,02296364;
958,000;0,0230881;
956,000;0,02328742;
954,000;0,02342105;
952,000;0,02351069;
950,000;0,02363849;
948,000;0,0237745;
946,000;0,02389693;
944,000;0,02405703;
942,000;0,02423692;
940,000;0,02441454;
938,000;0,02462244;
936,000;0,02482522;
934,000;0,02495301;
932,000;0,02511644;
930,000;0,02533603;
928,000;0,02554679;
926,000;0,02576625;
924,000;0,02595139;
922,000;0,02618217;
920,000;0,02631116;
918,000;0,02649808;
916,000;0,02667189;
914,000;0,02689874;
912,000;0,02711165;
910,000;0,02731395;
908,000;0,02735555;
906,000;0,02758098;
904,000;0,02760291;
902,000;0,02769089;
900,000;0,02780402;
898,000;0,02797687;
896,000;0,02808225;
894,000;0,0282048;
892,000;0,02847159;
890,000;0,02874708;
888,000;0,02892411;
886,000;0,02889502;
884,000;0,02893555;
882,000;0,02886724;
880,000;0,02895844;
878,000;0,02900851;
876,000;0,02912545;
874,000;0,02922726;
872,000;0,02930772;
870,000;0,02928293;
868,000;0,02930415;
866,000;0,02931845;
864,000;0,02935755;
862,000;0,02928483;
860,000;0,02933097;
858,000;0,02931619;
856,000;0,02938104;
854,000;0,02936399;
852,000;0,02948737;
850,000;0,02944088;
848,000;0,02942622;
846,000;0,02938688;
844,000;0,02928293;
842,000;0,02921236;
840,000;0,02909958;
838,000;0,02902007;
836,000;0,02901912;
834,000;0,02900219;
832,000;0,02890682;
830,000;0,0287962;
828,000;0,02884543;
826,000;0,02893281;
824,000;0,02863109;
822,000;0,02854323;
820,000;0,02852702;
818,000;0,02824616;
816,000;0,02805865;
814,000;0,02796578;
812,000;0,02799881;
810,000;0,02763999;
808,000;0,0277741;
806,000;0,02771533;
804,000;0,02753985;
802,000;0,02709091;
800,000;0,02698994;
798,000;0,02684975;
796,000;0,02658606;
794,000;0,02651143;
792,000;0,02628064;
790,000;0,02585542;
788,000;0,02556932;
786,000;0,02528584;
784,000;0,02501667;
782,000;0,02467549;
780,000;0,02452958;
778,000;0,02442336;
776,000;0,02410901;
774,000;0,02367687;
772,000;0,02355623;
770,000;0,02328491;
768,000;0,02329361;
766,000;0,02310658;
764,000;0,02270246;
762,000;0,02246559;
760,000;0,02214718;
758,000;0,02192843;
756,000;0,02162516;
754,000;0,02143347;
752,000;0,02149689;
750,000;0,02143443;
748,000;0,02149093;
746,000;0,0217123;
744,000;0,02192128;
742,000;0,0224843;
740,000;0,02329147;
738,000;0,02527988;
736,000;0,02922428;
734,000;0,04268193;
732,000;0,09016979;
730,000;0,1217723;
728,000;0,08384216;
726,000;0,05969071;
724,000;0,06304371;
722,000;0,09821808;
720,000;0,1654975;
718,000;0,1357445;
716,000;0,07227981;
714,000;0,04560888;
712,000;0,03432178;
710,000;0,02872777;
708,000;0,02498376;
706,000;0,02278471;
704,000;0,02074206;
702,000;0,01968992;
700,000;0,01838005;
698,000;0,01771998;
696,000;0,01710868;
694,000;0,01688409;
692,000;0,0162915;
690,000;0,01611936;
688,000;0,01575577;
686,000;0,01587152;
684,000;0,0154494;
682,000;0,01513386;
680,000;0,01498711;
678,000;0,01493251;
676,000;0,01457477;
674,000;0,014256;
672,000;0,01368201;
670,000;0,01594818;
668,000;0,0211308;
666,000;0,01481032;
664,000;0,01279962;
662,000;0,01287282;
660,000;0,01312828;
658,000;0,01278794;
656,000;0,01296377;
654,000;0,01252508;
652,000;0,01279402;
650,000;0,01246309;
648,000;0,01265204;
646,000;0,01225162;
644,000;0,0123018;
642,000;0,01197839;
640,000;0,01221168;
638,000;0,01196778;
636,000;0,01221049;
634,000;0,01219475;
632,000;0,01223183;
630,000;0,01218534;
628,000;0,01248181;
626,000;0,01277351;
624,000;0,01304436;
622,000;0,01307833;
620,000;0,01315248;
618,000;0,0137496;
616,000;0,01371241;
614,000;0,01337326;
612,000;0,01313615;
610,000;0,01327908;
608,000;0,01307869;
606,000;0,01343381;
604,000;0,01316154;
602,000;0,01340294;
600,000;0,01348221;
598,000;0,01388693;
596,000;0,01396382;
594,000;0,0142318;
592,000;0,0144825;
590,000;0,01461041;
588,000;0,01443923;
586,000;0,01457155;
584,000;0,01491416;
582,000;0,01540792;
580,000;0,01542568;
578,000;0,01562166;
576,000;0,01601112;
574,000;0,01598263;
572,000;0,0158596;
570,000;0,01625407;
568,000;0,01657295;
566,000;0,01657712;
564,000;0,01660109;
562,000;0,01682997;
560,000;0,01725781;
558,000;0,01744616;
556,000;0,01762521;
554,000;0,01734555;
552,000;0,0177983;
550,000;0,01812792;
548,000;0,01827574;
546,000;0,01845574;
544,000;0,01870584;
542,000;0,01850843;
540,000;0,01894414;
538,000;0,01884949;
536,000;0,01925182;
534,000;0,01947379;
532,000;0,01933694;
530,000;0,01909721;
528,000;0,01969039;
526,000;0,020329;
524,000;0,01990068;
522,000;0,01918995;
520,000;0,01942575;
518,000;0,01991606;
516,000;0,02005959;
514,000;0,0197922;
512,000;0,01969337;
510,000;0,01960516;
508,000;0,01968622;
506,000;0,01967156;
504,000;0,01993537;
502,000;0,02064764;
500,000;0,02002823;
498,000;0,01989686;
496,000;0,01944721;
494,000;0,02009916;
492,000;0,0198195;
490,000;0,01992106;
488,000;0,01949668;
486,000;0,02041399;
484,000;0,02003694;
482,000;0,0199455;
480,000;0,01956201;
478,000;0,01990747;
476,000;0,01978481;
474,000;0,02045643;
472,000;0,02117002;
470,000;0,02050793;
468,000;0,02011251;
466,000;0,01974523;
464,000;0,01930153;
462,000;0,0196929;
460,000;0,01940775;
458,000;0,02029812;
456,000;0,01983714;
454,000;0,01941216;
452,000;0,01939237;
450,000;0,01823235;
